 Nseed      iq         dt[nsec]         dW[MeV/u]           x[cm]           x'[mrad]            y[cm]           y'[mrad]  
      0      1       0.44059E-02      -0.32126E-02       0.79667E-02       0.27632E+00      -0.10875E+00       0.20748E+01
      0      1       0.42934E-01       0.25273E-02       0.74511E-01      -0.76726E+00      -0.28117E+00      -0.19309E+01
      0      1      -0.59596E-02       0.24203E-03       0.13261E+00       0.15409E+00      -0.22933E+00      -0.16230E+01
      0      1      -0.69777E-01      -0.10437E-01      -0.26149E+00      -0.26326E+01      -0.16330E+00      -0.13543E+00
      0      1      -0.14911E-01       0.13411E-01      -0.21029E+00       0.12466E+00       0.11170E+00      -0.84564E+00
      0      1       0.50998E-01       0.83226E-02      -0.16391E+00      -0.17642E+01       0.10522E-01      -0.32913E+01
      0      1       0.27009E-01       0.29952E-02       0.10959E-02       0.14128E+01       0.52587E-01      -0.14597E+00
      0      1       0.37971E-01       0.47433E-02       0.17627E+00       0.39611E+01      -0.49490E-01      -0.21998E+01
      0      1       0.45649E-01       0.28672E-01       0.49073E-01       0.16115E+01      -0.19400E+00      -0.17301E+01
      0      1       0.39449E-01      -0.35061E-02       0.27472E-01      -0.40305E+00       0.23673E+00      -0.18235E+01
      0      1       0.35311E-01      -0.16898E-01       0.11973E+00       0.14335E+01       0.54479E-01       0.34926E+01
      0      1      -0.27557E-01      -0.26833E-01       0.10096E+00       0.27859E+01       0.18710E+00       0.74660E+00
      0      1       0.12624E-01       0.42089E-02       0.21449E+00       0.44402E+00      -0.15850E+00      -0.21142E+01
      0      1       0.67275E-01       0.29333E-01      -0.85278E-01      -0.18579E+01      -0.22158E+00      -0.10836E+01
      0      1      -0.11688E-01       0.17574E-01      -0.27829E+00      -0.19523E+01       0.14554E+00       0.24237E+00
      0      1       0.15218E-01       0.36001E-01      -0.15947E+00      -0.22950E+01       0.11995E+00       0.88379E+00
      0      1       0.58841E-02       0.34465E-01       0.12735E+00      -0.56169E+00       0.15157E+00       0.10847E+01
      0      1      -0.45290E-01       0.97159E-02      -0.11491E+00       0.40157E+00      -0.13776E+00      -0.57062E+00
      0      1      -0.27640E-01      -0.10462E-01      -0.31713E+00      -0.44166E+00      -0.38376E-01      -0.39275E+00
      0      1      -0.36054E-02      -0.27608E-01      -0.27110E+00      -0.24058E+01       0.38118E-01       0.20595E-01
      0      1      -0.39680E-01      -0.28366E-02       0.65413E-01      -0.24842E+01      -0.23016E-01       0.13106E+01
      0      1      -0.66951E-01      -0.22315E-01      -0.22692E-01      -0.16187E+00      -0.31106E-01      -0.31221E+01
      0      1      -0.22955E-01      -0.92653E-02       0.11308E+00       0.21503E+01       0.11995E+00      -0.29350E+01
      0      1       0.66073E-01      -0.37695E-01      -0.80621E-01      -0.14084E+01       0.88527E-02       0.32906E+00
      0      1       0.55668E-01      -0.14348E-02       0.53916E-01       0.66365E+00      -0.21230E+00      -0.26336E+01
      0      1       0.61661E-01      -0.92650E-03       0.20073E+00       0.77990E+00      -0.18912E+00      -0.35038E+00
      0      1      -0.63365E-01      -0.22243E-01      -0.17659E+00      -0.11527E+00      -0.12562E+00      -0.91394E+00
      0      1      -0.36695E-01      -0.21924E-01       0.84921E-01      -0.19851E+01       0.87520E-01       0.33863E+00
      0      1       0.69406E-01      -0.15872E-01      -0.75940E-01      -0.30202E+01       0.68181E-01       0.74166E+00
      0      1       0.21462E-01       0.26693E-01       0.14231E+00      -0.29649E+00       0.64448E-03       0.26605E+01
      0      1       0.91091E-02      -0.41088E-02      -0.58844E-01       0.13034E+00      -0.12630E+00      -0.20963E+01
      0      1       0.61046E-01       0.32388E-01      -0.17406E-01       0.51029E+00      -0.19365E+00      -0.19199E+01
      0      1      -0.43200E-01       0.83686E-02       0.10421E-01       0.10224E+01       0.14375E-01      -0.32174E+01
      0      1       0.33951E-01       0.12476E-01      -0.24655E+00      -0.16715E+01       0.91023E-01       0.16596E+01
      0      1      -0.54080E-01      -0.20049E-01       0.68784E-01       0.22910E+01      -0.56170E-01       0.17411E+01
      0      1      -0.71684E-01      -0.36346E-01       0.13706E+00       0.17791E+01       0.32375E-01      -0.79952E+00
      0      1      -0.21512E-01       0.22172E-01       0.28130E-01      -0.17658E+01       0.55940E-01      -0.15806E+01
      0      1      -0.14211E-01       0.17152E-03       0.24554E+00       0.45130E+01       0.59556E-01       0.11663E+01
      0      1      -0.15065E-01       0.21341E-01       0.57521E-02      -0.30450E+01      -0.17087E-02      -0.21676E+01
      0      1       0.51312E-02       0.56862E-02       0.87268E-01      -0.25493E+01       0.16024E+00       0.66438E+00
      0      1       0.51359E-01       0.28292E-01       0.92507E-01       0.21698E+01      -0.55150E-01      -0.76936E-01
      0      1      -0.26406E-02       0.87241E-02      -0.72138E-01       0.10829E+01      -0.21670E+00      -0.27183E+01
      0      1       0.13913E-02       0.12637E-01       0.98637E-01      -0.16992E-01      -0.41123E-01      -0.40159E+00
      0      1      -0.23839E-01       0.70803E-02       0.15858E+00      -0.98025E+00      -0.14588E+00      -0.18674E+01
      0      1      -0.22532E-02      -0.31425E-01       0.24009E+00       0.13048E+01       0.11822E+00       0.91068E+00
      0      1      -0.44394E-01       0.71860E-02       0.14272E+00       0.89743E+00      -0.30290E+00      -0.28646E+01
      0      1      -0.28002E-01       0.36055E-02       0.23887E+00      -0.13022E+00       0.10922E+00      -0.20297E+01
      0      1       0.16862E-01      -0.16658E-01      -0.11742E+00      -0.29762E+01       0.22302E-01      -0.15622E+01
      0      1      -0.28775E-01      -0.41658E-02      -0.87727E-01      -0.11454E+01       0.27079E+00       0.17936E+01
      0      1      -0.50635E-01      -0.30992E-02      -0.83751E-02      -0.48736E+00      -0.30844E-01      -0.43292E-01
      0      1      -0.74818E-01      -0.23461E-01      -0.22321E+00      -0.28792E+01      -0.98394E-01       0.56527E-01
      0      1       0.21226E-01       0.29054E-02       0.13109E+00       0.11783E+01       0.44676E-02      -0.14115E+00
      0      1      -0.55160E-02      -0.12885E-03      -0.29184E-02      -0.33795E+00       0.37537E+00       0.21547E+01
      0      1      -0.64811E-01      -0.62400E-02       0.51811E-01      -0.18637E+00      -0.81030E-01      -0.13733E+01
      0      1       0.28317E-01      -0.15757E-01      -0.13440E+00      -0.34023E+01      -0.11150E+00      -0.26546E+00
      0      1       0.57504E-01       0.30747E-01      -0.17150E+00      -0.13474E+01       0.40208E-01       0.12604E+00
      0      1      -0.83097E-01      -0.30949E-01      -0.10779E+00      -0.72368E-01      -0.13308E+00      -0.82237E+00
      0      1      -0.78570E-02       0.12467E-01       0.12250E+00       0.41663E+01      -0.96403E-01      -0.89073E+00
      0      1       0.39009E-01      -0.25094E-01      -0.72191E-01      -0.70763E+00       0.17748E+00      -0.15961E+01
      0      1       0.19575E-01       0.30552E-01       0.19783E+00      -0.12738E+01       0.48841E-01       0.68318E+00
      0      1      -0.36354E-01      -0.34201E-01      -0.18958E+00      -0.16150E+01       0.62633E-01      -0.11019E+01
      0      1       0.27146E-01       0.18451E-02      -0.63617E-01       0.68317E+00       0.16670E-01       0.25776E+01
      0      1       0.36047E-01      -0.11708E-01      -0.42847E-01       0.12426E+01       0.16792E+00      -0.11114E+01
      0      1       0.49929E-01       0.22452E-01       0.11101E+00      -0.24603E+01      -0.34582E-02      -0.11229E+01
      0      1       0.60515E-02      -0.27657E-02      -0.11631E+00       0.14655E+01       0.26287E+00       0.26650E+01
      0      1       0.55534E-01       0.23382E-01       0.58676E-01      -0.25969E+01      -0.12738E+00      -0.21493E+01
      0      1      -0.77229E-01      -0.36405E-01       0.79220E-01       0.16399E+01       0.24177E-01      -0.21213E-01
      0      1      -0.36690E-01       0.19587E-01      -0.16623E+00      -0.56506E+00       0.26695E+00       0.49378E+00
      0      1       0.51025E-01      -0.88377E-02      -0.18155E-01      -0.18178E+01      -0.76556E-01      -0.76728E+00
      0      1      -0.76670E-01       0.32427E-02       0.41303E-01      -0.12725E+01       0.17545E+00       0.89696E+00
      0      1      -0.27659E-01      -0.10426E-01       0.12285E+00      -0.11550E+01       0.23118E+00       0.34110E+01
      0      1      -0.29703E-01      -0.23912E-01      -0.25322E-01      -0.36430E-01      -0.26848E+00      -0.30629E+01
      0      1      -0.24342E-01       0.72108E-02       0.12534E+00       0.10787E+01      -0.38268E-01      -0.77929E-01
      0      1      -0.47369E-01       0.88843E-02       0.42212E-01       0.14743E+01       0.23201E+00       0.24470E+00
      0      1      -0.14023E-01      -0.30689E-01      -0.15757E+00       0.13111E+01       0.15834E+00       0.11488E+01
      0      1      -0.16221E-02      -0.26012E-01      -0.17378E+00       0.43682E+00      -0.21685E+00      -0.11357E+01
      0      1      -0.47398E-01      -0.42967E-02       0.25200E+00      -0.93389E+00      -0.34699E-01      -0.48979E+00
      0      1       0.61754E-01      -0.14938E-02       0.10424E+00       0.18150E+01       0.13611E+00      -0.68952E+00
      0      1       0.68767E-01      -0.14281E-01       0.50436E-01      -0.20926E+00       0.10034E+00      -0.14840E+01
      0      1       0.26836E-01       0.16988E-01       0.13034E-01       0.75721E+00       0.17206E+00       0.93280E+00
      0      1      -0.55716E-01       0.64965E-02       0.23257E+00       0.33833E+00      -0.43839E-01      -0.23194E+00
      0      1       0.33494E-01      -0.39282E-01      -0.83754E-01       0.24598E+00      -0.79589E-01       0.76029E+00
      0      1       0.23432E-01       0.22496E-01      -0.17267E+00      -0.60291E+00       0.17730E+00       0.17099E+01
      0      1      -0.46630E-01       0.40293E-01      -0.14021E-01      -0.48994E+00       0.76791E-01      -0.37488E+00
      0      1       0.66574E-02      -0.25929E-01       0.16195E+00       0.22590E+01       0.23137E+00       0.56981E+00
      0      1      -0.21949E-01       0.21823E-01      -0.14777E+00      -0.22823E+01      -0.27993E+00      -0.21669E+01
      0      1      -0.53480E-01      -0.46285E-02       0.89803E-01       0.27056E+01       0.23317E+00       0.16803E+01
      0      1      -0.34977E-01       0.80193E-02       0.54962E-02       0.12889E+01       0.86148E-01      -0.80234E+00
      0      1      -0.63036E-01       0.36738E-02       0.12737E+00      -0.31474E+00       0.66761E-01      -0.23021E+00
      0      1      -0.31315E-01       0.22317E-01       0.21374E+00       0.78795E+00      -0.21388E+00      -0.56852E+00
      0      1       0.12417E-01       0.11113E-01       0.12320E+00       0.34720E+01      -0.22081E+00       0.11370E+00
      0      1      -0.56298E-01      -0.91816E-02      -0.33694E+00      -0.27225E+01      -0.72268E-01      -0.12549E+01
      0      1      -0.29463E-01      -0.16933E-01       0.11338E+00       0.20208E+01      -0.55412E-01      -0.24716E+01
      0      1       0.83899E-01      -0.80543E-02       0.38603E-01      -0.94515E+00       0.10882E+00      -0.11187E+01
      0      1       0.82230E-01       0.30937E-01       0.29197E-01       0.94319E+00      -0.57438E-01      -0.10295E+01
      0      1      -0.35364E-01       0.75920E-03       0.12161E-01      -0.15584E+01      -0.33520E+00      -0.32098E+01
      0      1       0.34189E-01       0.17634E-01       0.74581E-01       0.34073E+00      -0.17038E+00      -0.61688E+00
      0      1      -0.60543E-01       0.22874E-01      -0.17356E+00      -0.47477E+00      -0.58812E-01      -0.21378E+00
      0      1      -0.79591E-01       0.25162E-01      -0.98139E-01      -0.57529E+00       0.72683E-01       0.56669E+00
      0      1       0.53919E-01      -0.10192E-01       0.23266E-01       0.82518E+00       0.29618E+00       0.59529E+00
      0      1      -0.39777E-01       0.37832E-02       0.16272E+00       0.86291E+00      -0.51953E-01       0.23541E+01
      0      1       0.37032E-01       0.30594E-01      -0.14174E+00      -0.10614E+01      -0.80784E-01      -0.46845E+00
      0      1      -0.16314E-01      -0.87364E-02      -0.14841E+00       0.74255E+00      -0.23289E+00      -0.85117E+00
      0      1       0.88158E-02      -0.10535E-01      -0.78438E-01       0.16045E+01       0.10898E+00       0.36307E+01
      0      1       0.30496E-01      -0.21607E-01       0.47268E-01      -0.58528E+00      -0.10021E+00       0.88146E+00
      0      1       0.11906E-01       0.24040E-01      -0.18165E+00      -0.81746E+00       0.26714E+00      -0.14638E+00
      0      1       0.15553E-01      -0.18073E-01      -0.11568E+00       0.50891E+00      -0.21814E+00       0.10958E+00
      0      1       0.67043E-01       0.14153E-01       0.10860E+00      -0.62790E+00      -0.77994E-01      -0.25212E+01
      0      1      -0.86960E-02       0.13192E-02      -0.13910E+00      -0.26923E+01      -0.22326E+00      -0.29725E+01
      0      1       0.56157E-01       0.35894E-01       0.14828E-01      -0.19406E+01       0.14601E+00       0.65113E+00
      0      1      -0.57882E-01      -0.10948E-01      -0.33508E-01      -0.62117E+00       0.75449E-02      -0.20256E+01
      0      1       0.58715E-01      -0.26051E-02      -0.10352E-01       0.17072E+01      -0.20486E-01       0.10774E+01
      0      1      -0.85570E-01      -0.62047E-03      -0.14244E+00      -0.22548E+01      -0.31928E-01      -0.14089E+01
      0      1       0.75703E-01      -0.10291E-01       0.52448E-01      -0.40473E-01       0.16881E+00       0.13896E+01
      0      1      -0.21781E-01       0.12915E-01       0.15769E+00       0.13839E+01      -0.17911E+00      -0.13046E+00
      0      1       0.34377E-01       0.46758E-02      -0.18193E+00      -0.62372E+00      -0.73254E-01       0.16220E+01
      0      1       0.14371E-01      -0.29272E-01      -0.51141E-02      -0.55967E+00      -0.23646E+00       0.31348E+00
      0      1      -0.16174E-01       0.30215E-01       0.20304E+00      -0.16023E+00       0.70831E-01      -0.13089E+01
      0      1      -0.16632E-01       0.57979E-02      -0.28177E+00      -0.54776E+00       0.10646E+00      -0.73686E+00
      0      1       0.74087E-01       0.33307E-02      -0.83093E-01       0.10288E+01       0.17215E+00       0.26946E+01
      0      1      -0.15593E-01      -0.92689E-02       0.24496E+00       0.44430E+00      -0.13086E+00       0.84673E+00
      0      1      -0.27321E-01      -0.12687E-01      -0.48307E-01      -0.35880E+01       0.26662E-01       0.28983E+01
      0      1       0.63734E-01      -0.17470E-01       0.82544E-01       0.38325E+00      -0.16168E+00       0.71994E+00
      0      1       0.17000E-01      -0.15956E-01       0.13951E+00       0.73823E+00       0.10237E+00       0.18897E+01
      0      1       0.42343E-01       0.91787E-02       0.79627E-01      -0.10541E+01      -0.17362E+00      -0.17916E+01
      0      1      -0.51077E-01      -0.24905E-01      -0.84463E-02       0.41519E+00      -0.30395E-01      -0.15092E+01
      0      1       0.13162E-01      -0.86001E-03       0.28714E+00       0.69530E+00      -0.14625E-01       0.16790E+01
      0      1      -0.39622E-01       0.26000E-02      -0.94958E-01       0.15348E+01      -0.42070E-01      -0.27108E+01
      0      1       0.53194E-01      -0.78134E-02      -0.14496E+00      -0.20829E+01      -0.14326E+00       0.93899E+00
      0      1      -0.50038E-01      -0.22147E-01      -0.55226E-01      -0.12889E+01       0.39305E-01      -0.15874E+01
      0      1       0.66763E-01      -0.27549E-02       0.71108E-01      -0.46738E+00      -0.21856E+00       0.35962E+00
      0      1       0.19242E-01      -0.33188E-01       0.87226E-01      -0.23193E+01      -0.62145E-01      -0.11902E+01
      0      1      -0.25224E-01       0.13222E-01      -0.63685E-01       0.18424E+01      -0.65376E-02      -0.51309E+00
      0      1       0.28386E-01       0.96282E-02       0.10744E-01       0.30881E+01       0.27433E+00       0.25405E+01
      0      1       0.37422E-01       0.17123E-01      -0.22551E+00      -0.15052E+01      -0.58738E-01      -0.12878E+01
      0      1       0.22258E-01       0.31859E-01       0.15285E+00      -0.17457E+00      -0.34890E-01      -0.61128E+00
      0      1       0.48228E-01       0.21485E-01       0.32692E-01      -0.64399E+00       0.55567E-01       0.28967E+01
      0      1      -0.80367E-01      -0.22997E-02      -0.42946E-01      -0.84690E+00       0.10055E+00       0.11480E+01
      0      1      -0.71680E-01       0.11839E-01      -0.93644E-01       0.80686E+00      -0.17392E+00      -0.75009E+00
      0      1      -0.41481E-01      -0.83088E-02       0.30457E-01      -0.18913E+01       0.27951E+00       0.21616E+01
      0      1      -0.55045E-01      -0.25826E-01      -0.27212E-01       0.26350E+01       0.11937E+00       0.18513E+01
      0      1       0.36072E-01       0.30440E-01      -0.95175E-01      -0.51363E+00       0.30264E+00       0.81224E+00
      0      1       0.31489E-01       0.17721E-01       0.75325E-01      -0.95236E+00       0.30973E-01      -0.18206E+00
      0      1       0.30871E-01      -0.14405E-01      -0.59131E-01      -0.43061E+00       0.77802E-01      -0.32176E+01
      0      1       0.18473E-01       0.10880E-01      -0.11807E+00      -0.10859E+01       0.14991E+00       0.45557E+01
      0      1       0.17684E-01      -0.74369E-02      -0.34901E-01      -0.14438E+01       0.28443E+00      -0.83441E-02
      0      1      -0.36577E-01       0.28727E-01       0.16328E-01      -0.22510E+01       0.14232E+00       0.66851E+00
      0      1      -0.62745E-01      -0.24051E-01       0.78223E-01       0.17532E+01       0.15316E+00       0.58483E+00
      0      1       0.42432E-01      -0.69511E-02       0.18513E+00       0.15878E+01      -0.28664E+00      -0.16069E+01
      0      1       0.10314E-01       0.22694E-01      -0.14471E+00      -0.16295E+01       0.31531E+00       0.13343E+01
      0      1       0.77030E-02      -0.10945E-01       0.41537E-01       0.29034E+00       0.31596E-01       0.44852E+01
      0      1      -0.54944E-01      -0.33231E-01       0.52394E-01      -0.10466E+01      -0.65263E-02       0.17650E+01
      0      1       0.38982E-02       0.39720E-02      -0.77907E-01      -0.65526E+00       0.24229E+00       0.38979E+01
      0      1      -0.55936E-01      -0.27823E-02      -0.25128E-01      -0.72809E+00      -0.20225E+00      -0.12604E+01
      0      1       0.61619E-02       0.22155E-02      -0.45047E-01       0.49327E+00       0.16614E+00       0.22357E+01
      0      1      -0.22734E-01      -0.28818E-02       0.13975E+00      -0.31523E+01      -0.77256E-01      -0.22814E+00
      0      1       0.47228E-01       0.23190E-01      -0.23521E-01       0.19718E+01      -0.23071E+00      -0.24782E+01
      0      1       0.49087E-01       0.56305E-02      -0.20517E-02      -0.18929E+01      -0.14861E+00      -0.35165E+01
      0      1       0.46568E-01      -0.86429E-02       0.16706E+00      -0.74441E+00      -0.97774E-01       0.22762E+01
      0      1      -0.38638E-01      -0.20919E-02      -0.10037E+00       0.13362E+01      -0.23750E-01       0.18560E+01
      0      1      -0.59422E-02       0.22504E-01      -0.75679E-01      -0.15095E+01      -0.10470E+00      -0.27746E+01
      0      1       0.69519E-01      -0.33529E-01      -0.54077E-02      -0.11767E+01      -0.39723E-01      -0.40750E+00
      0      1       0.28857E-02       0.26314E-01      -0.25549E+00      -0.22234E+01       0.17512E+00       0.67716E+00
      0      1      -0.74459E-01      -0.26572E-01       0.40388E-01      -0.17053E+01      -0.19724E+00      -0.11330E+01
      0      1       0.98509E-02      -0.42404E-01       0.10896E+00       0.20016E+01       0.15479E-01       0.28087E+00
      0      1       0.30137E-01       0.37903E-02      -0.11856E+00       0.10518E+01      -0.73123E-01      -0.11397E+01
      0      1      -0.37927E-01      -0.17330E-01      -0.55491E-01      -0.42489E+00      -0.22449E+00      -0.30162E+01
      0      1       0.59688E-01      -0.22886E-01       0.80512E-01       0.14413E+01      -0.81327E-01      -0.82468E+00
      0      1       0.93167E-02      -0.26599E-01      -0.57001E-02       0.80664E+00       0.33962E-01      -0.34260E+01
      0      1       0.67485E-01      -0.27498E-03       0.22773E+00       0.24989E+01       0.15611E-01      -0.18055E+01
      0      1       0.72761E-02       0.14980E-01      -0.23326E+00       0.35908E+00      -0.22258E+00      -0.22138E+00
      0      1       0.16569E-01      -0.29989E-02      -0.53733E-01      -0.58457E+00       0.24417E+00       0.19004E+01
      0      1      -0.33126E-02      -0.75185E-02       0.30446E+00      -0.33211E+00       0.24228E-01       0.14080E+01
      0      1      -0.26429E-01       0.10167E-01       0.20671E+00       0.12096E+01       0.61432E-01       0.29542E+01
      0      1       0.40723E-01       0.14526E-01       0.28914E-01       0.29249E+00      -0.14829E-01      -0.82091E+00
      0      1      -0.54503E-01      -0.11877E-01      -0.10468E+00      -0.30084E+00      -0.10680E+00      -0.27292E+01
      0      1      -0.68383E-01      -0.10858E-01       0.25178E-01       0.13374E+00       0.28705E+00       0.10477E+01
      0      1      -0.58404E-01       0.82356E-03       0.20498E+00       0.22551E+01      -0.14047E+00       0.11177E+01
      0      1       0.26689E-01      -0.26402E-01       0.16495E+00       0.38466E+00       0.54511E-01       0.33291E+01
      0      1       0.40903E-01      -0.98678E-02       0.97204E-01      -0.18352E+01      -0.95595E-01      -0.10413E+01
      0      1       0.41328E-01       0.49765E-02       0.97106E-01      -0.24823E+01       0.16953E+00      -0.70187E+00
      0      1      -0.96990E-02      -0.25992E-01       0.77624E-01      -0.63020E+00       0.24998E+00      -0.44787E+00
      0      1      -0.59410E-01       0.25361E-01       0.73302E-01      -0.12389E+01       0.18407E-01       0.42361E+00
      0      1      -0.79215E-02      -0.23183E-01       0.37046E-01       0.29581E+01      -0.17101E+00      -0.20262E+01
      0      1       0.45735E-01       0.19003E-01       0.13854E+00      -0.77914E+00      -0.15553E+00      -0.35059E+01
      0      1       0.27335E-02      -0.20289E-01       0.18193E-02       0.17452E+01      -0.76788E-01       0.23081E+01
      0      1       0.54405E-01      -0.30738E-01       0.83207E-01       0.16132E+01      -0.11490E+00       0.70596E+00
      0      1       0.29808E-02      -0.18216E-01       0.61575E-01       0.29230E-01       0.13152E+00       0.27549E+01
      0      1       0.82416E-02      -0.22249E-01       0.92914E-01      -0.29062E+01      -0.80529E-01      -0.19988E+01
      0      1       0.10291E-01       0.17897E-01       0.21292E+00       0.14138E+01       0.26051E-01       0.11082E+00
      0      1       0.32418E-01       0.11426E-01      -0.20425E+00      -0.11837E+01      -0.16463E+00       0.21376E+01
      0      1      -0.21279E-02      -0.22718E-01       0.14561E+00       0.23378E+01       0.65455E-01      -0.21388E+01
      0      1       0.60715E-02      -0.62733E-02      -0.66985E-01      -0.39355E+01       0.18401E+00       0.11879E+01
      0      1       0.23793E-01       0.27203E-01      -0.63133E-01       0.28493E+00      -0.41129E-01      -0.23708E+01
      0      1      -0.73920E-01      -0.35015E-01       0.94437E-01       0.10817E+01      -0.12222E+00       0.90469E+00
      0      1       0.48484E-01      -0.31319E-01       0.30260E-01       0.17632E+01      -0.82146E-01       0.16091E+01
      0      1       0.85501E-02      -0.20997E-01       0.42300E-01       0.97425E+00       0.22818E-01      -0.13492E+01
      0      1       0.27337E-01       0.19856E-01       0.22546E+00       0.13413E+01      -0.18791E+00       0.29656E+00
      0      1       0.66709E-02      -0.21481E-01       0.12551E+00       0.38177E+01      -0.79716E-01      -0.99668E+00
      0      1       0.38672E-01       0.12773E-01      -0.10433E+00       0.19463E+01      -0.16525E+00      -0.20431E+01
      0      1      -0.57397E-01      -0.29997E-01      -0.14859E-01      -0.69336E+00      -0.15085E+00      -0.36090E+01
      0      1      -0.77290E-01      -0.59049E-02      -0.11772E+00       0.96536E+00      -0.77552E-01       0.17924E+01
      0      1       0.35368E-01       0.36370E-01       0.42311E-01      -0.75503E+00       0.13048E+00       0.10698E+01
      0      1       0.67202E-01       0.37862E-01      -0.76374E-01      -0.19611E+01       0.13355E-01      -0.14463E+00
      0      1       0.69465E-01       0.10638E-01       0.53148E-02       0.29920E+01      -0.35072E-01      -0.14457E+01
      0      1       0.35133E-02       0.50899E-02       0.46743E-01      -0.12952E+01      -0.23792E+00      -0.37177E+01
      0      1       0.30310E-02      -0.17616E-01      -0.12136E+00      -0.22645E+01      -0.24621E-01       0.31576E+00
      0      1      -0.13447E-01      -0.25675E-01      -0.18729E+00      -0.25869E+01      -0.12559E+00      -0.23736E+01
      0      1      -0.23766E-01       0.19619E-01       0.13263E+00       0.99310E+00      -0.27874E+00      -0.90692E+00
      0      1      -0.95925E-01      -0.12091E-01      -0.15696E+00       0.83651E+00       0.47135E-01       0.58163E+00
      0      1      -0.47925E-01      -0.14206E-01       0.12920E+00      -0.75816E+00       0.84487E-01      -0.25454E+01
      0      1      -0.76967E-01      -0.62858E-02       0.12996E+00      -0.89359E+00       0.12963E-01      -0.82923E+00
      0      1      -0.11320E-01       0.47303E-02      -0.22759E+00       0.58483E+00      -0.13117E+00       0.60446E+00
      0      1      -0.42413E-01       0.16518E-01       0.58577E-01      -0.22621E+01      -0.16831E+00      -0.26586E+01
      0      1      -0.19427E-01       0.14543E-02       0.95085E-01      -0.26062E+01       0.13016E-01       0.27570E+01
      0      1       0.23960E-01      -0.76441E-04      -0.17106E+00      -0.29906E+01       0.51864E-01       0.31940E+01
      0      1       0.27518E-01       0.16623E-02      -0.24191E+00      -0.34641E+01      -0.12181E+00       0.93365E+00
      0      1       0.16433E-01      -0.10585E-01       0.98451E-01       0.11993E+01      -0.34665E+00      -0.22690E+01
      0      1      -0.17093E-01       0.19290E-01      -0.58664E-01      -0.55876E+00       0.18145E+00       0.86490E+00
      0      1       0.23827E-01      -0.15966E-01       0.11895E+00       0.19091E+01       0.24000E+00      -0.85306E+00
      0      1      -0.48311E-02      -0.25490E-01       0.20434E+00       0.33634E+00      -0.42151E-01       0.17132E+01
      0      1       0.63222E-01       0.10479E-01      -0.18602E+00       0.18885E+01       0.26783E-01      -0.69021E-01
      0      1       0.86392E-02       0.22904E-01      -0.95002E-01      -0.24621E+01      -0.33616E-01      -0.23523E+01
      0      1      -0.56977E-03       0.71707E-02      -0.21727E+00       0.10818E+01      -0.14581E+00      -0.90645E+00
      0      1      -0.57186E-01       0.87048E-02       0.20514E+00      -0.39593E+00       0.40389E-01       0.12010E+01
      0      1      -0.42363E-01      -0.27755E-01       0.11920E-01       0.18191E+01      -0.26255E+00      -0.24200E+01
      0      1      -0.19098E-01      -0.22138E-01      -0.17955E+00      -0.31719E+00       0.22568E-01       0.26519E+01
      0      1       0.57132E-02      -0.42766E-01      -0.25598E-01      -0.12587E+01       0.11846E+00       0.18187E+01
      0      1       0.20774E-01       0.15468E-01      -0.24796E+00      -0.35210E+01       0.10723E+00      -0.16616E+00
      0      1      -0.68020E-02      -0.26191E-01       0.18361E+00       0.21764E+01       0.42681E-02       0.17379E+01
      0      1      -0.54740E-01      -0.12890E-01       0.16050E+00       0.31677E+01       0.74704E-01      -0.10152E+01
      0      1      -0.26522E-01      -0.23437E-01       0.16072E+00       0.34327E+01      -0.14563E-01       0.75536E+00
      0      1      -0.15511E-01       0.12604E-01      -0.10966E+00       0.20009E+01       0.19562E+00       0.18960E+01
      0      1       0.83694E-01      -0.10512E-01       0.60227E-01       0.12403E+01      -0.64905E-01      -0.89794E+00
      0      1      -0.23764E-01       0.53017E-02      -0.35874E-01       0.22915E+01       0.13048E-01       0.18327E+00
      0      1      -0.15626E-01       0.33488E-02       0.24459E+00       0.14499E+01       0.73597E-01      -0.17736E+01
      0      1      -0.72813E-01      -0.81557E-02       0.17564E+00      -0.14025E+01       0.43838E-01       0.38242E+00
      0      1      -0.28140E-01      -0.99125E-02      -0.87482E-01      -0.19330E+01       0.21818E+00       0.74613E+00
      0      1       0.10351E-01      -0.19887E-01       0.29506E-01      -0.83604E+00       0.47967E-01       0.35918E+01
      0      1       0.31329E-01      -0.17138E-01       0.11273E+00       0.80103E+00       0.24370E+00       0.13617E+00
      0      1       0.61718E-01       0.13531E-01       0.51092E-01       0.14898E+01       0.21916E+00       0.15041E+01
      0      1      -0.40924E-01      -0.32321E-01       0.13398E+00       0.13421E+01      -0.99757E-03      -0.27891E+00
      0      1      -0.71331E-01      -0.16081E-01      -0.24833E+00      -0.95404E+00      -0.99167E-01       0.31146E+00
      0      1      -0.51310E-01       0.25021E-01       0.17189E+00       0.12636E+01      -0.22243E-01      -0.10741E+01
      0      1      -0.27611E-01       0.28849E-01      -0.10522E+00      -0.24747E+01      -0.13107E+00      -0.21018E+01
      0      1      -0.57927E-01      -0.16037E-01      -0.60254E-01      -0.17662E+01       0.41917E-01       0.32985E+01
      0      1       0.35235E-03      -0.52621E-02      -0.23511E-01      -0.25090E+01      -0.22285E+00      -0.32551E+01
      0      1      -0.42166E-01       0.13895E-01       0.12732E+00       0.60536E+00      -0.15144E+00      -0.10374E+01
